--------------------
BDMEP - INMET
--------------------
Estação           : OBIDOS - PA (OMM: 82178)
Latitude  (graus) : -1.91
Longitude (graus) : -55.51
Altitude  (metros): 37.00
Estação Operante
Inicio de operação: 01/01/1927
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82178;22/03/1971;1800;30;26.5;76;1006;0;0;0.7;
82178;23/03/1971;0000;26;24.8;91;1006;0;0;0.4;
82178;23/03/1971;1200;25.5;24.2;90;1009.1;0;0;0.7;
82178;23/03/1971;1800;28.5;26;82;1005.2;9;0.9;0.8;
82178;24/03/1971;0000;24.8;23.7;91;1006.7;9;0.9;0.8;
82178;24/03/1971;1200;23;22.8;98;1009.4;0;0;0.9;
82178;24/03/1971;1800;30.1;26.5;75;1006.4;18;0.9;0.8;
82178;25/03/1971;0000;23.8;23.4;97;1006.7;9;0.9;0.6;
82178;25/03/1971;1200;26;24;85;1008.8;36;2.4;0.7;
82178;25/03/1971;1800;29;26.5;82;1006.3;14;4.4;0.8;
82178;26/03/1971;0000;26.8;25.5;90;1007.6;9;0.9;0.4;
82178;26/03/1971;1200;25;24;92;1009.5;9;4.4;0.7;
82178;26/03/1971;1800;25.8;24.7;91;1006.6;14;2.4;0.7;
82178;27/03/1971;0000;25.2;24.3;93;1007.4;36;0.9;0.5;
82178;27/03/1971;1200;25.5;23.8;87;1009.5;9;2.4;0.6;
82178;27/03/1971;1800;30.6;26.5;73;1005.2;18;4.4;0.7;
82178;28/03/1971;0000;26.5;25.3;91;1005.9;9;0.9;0;
82178;28/03/1971;1200;24;23.4;95;1009;36;0.9;0.8;
82178;28/03/1971;1800;26.8;24.8;85;1006.4;14;;0.7;
82178;29/03/1971;0000;24.5;24;96;1008.4;9;0.9;0.8;
82178;29/03/1971;1200;23.8;23;94;1009.4;9;2.4;0.7;
82178;29/03/1971;1800;26.8;25;87;1007.5;14;0.9;0.8;
82178;30/03/1971;0000;25;24;92;1006.8;36;2.4;0.6;
